name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre,genre_val
El Velador,188893,False,30,Cri-Cri,Las 100 Clásicas de Cri Cri Vol. 1,0.333,0.196,2,-14.462,True,0.0446,0.825,2.06e-05,0.261,0.522,189.393,3.0,586.0,195.0,3.70048309178744,disney,7
Sleep Aid: Deep Sleep - Loopable,102005,False,36,Ocean Waves Sleep Aid,Relaxing Ocean Waves for Deep Sleep (Sleep Aid),0.21,0.594,0,-18.816,False,0.0531,0.957,0.994,0.109,0.00505,70.912,4.0,112.0,27.0,3.349056603773585,sleep,17
Liggi,181176,False,73,Ritviz,Dev,0.786,0.667,5,-8.272,True,0.054,0.0112,0.053,0.074,0.688,102.046,4.0,306.0,75.0,1.2793053545586106,indian,11
Nine,463000,False,0,Farzad Golpayegani,Two,0.292,0.839,2,-5.341,True,0.0434,0.158,0.826,0.191,0.123,103.464,3.0,828.0,275.0,3.70048309178744,iranian,13
Trouble,283706,False,23,Trampled by Turtles,Trouble,0.407,0.31,2,-11.873,True,0.0315,0.636,0.0218,0.131,0.336,119.185,4.0,554.0,140.0,3.70048309178744,bluegrass,3
Mountain Song,210013,False,21,Larry Keel,Journey,0.625,0.325,9,-13.388,True,0.0345,0.785,0.00549,0.104,0.67,97.87,4.0,334.0,83.0,1.343558282208589,bluegrass,3
DNA狂詩曲 -ZZ ver.-,260506,False,28,Momoiro Clover Z,ZZ's,0.431,0.948,0,-1.844,True,0.113,0.0406,0.00641,0.313,0.477,169.821,4.0,719.0,180.0,3.349056603773585,j-idol,15
Likeim,165030,False,19,Carpathian Forest,Likeim,0.297,0.985,0,-6.411,True,0.175,5.35e-05,0.827,0.246,0.398,164.978,4.0,438.0,110.0,3.349056603773585,black-metal,2
空白格,252600,False,55,Tanya Chua,Goodbye & Hello,0.341,0.221,0,-11.718,True,0.0351,0.956,1.36e-05,0.272,0.334,73.815,4.0,301.0,75.0,3.349056603773585,mandopop,16
Monastic,393195,False,0,Seefeel,Succour (Redux),0.603,0.263,8,-23.191,True,0.0341,0.74,0.948,0.0947,0.0468,126.908,4.0,800.0,201.0,2.7259036144578315,idm,10
Girls,245066,True,33,Beenie Man;Akon,Undisputed,0.741,0.842,1,-4.948,False,0.142,0.0372,0.0,0.289,0.712,100.019,4.0,405.0,101.0,2.36741214057508,j-dance,14
Get Up,262884,False,13,Stanton Warriors;Ruby Goe;Hollywood Holt,Get Up,0.756,0.906,6,-4.07,False,0.0585,0.0338,0.00527,0.0813,0.931,130.029,4.0,544.0,136.0,1.1709531013615733,breakbeat,5
Come to House,301880,False,25,Mr. Lee,Come to House,0.591,0.784,10,-13.84,False,0.0521,0.0303,0.917,0.11,0.688,122.588,4.0,612.0,155.0,0.7573891625615764,chicago-house,6
Worden wat je wil - Instrumental,161493,False,18,Kinderen voor Kinderen,42 - Worden wat je wil,0.651,0.58,1,-5.812,True,0.0713,0.000271,0.846,0.126,0.529,176.03,4.0,464.0,116.0,2.36741214057508,disney,7
My Paradise - Vintage Culture Remix,170645,False,59,Jamie Jones;Vintage Culture,My Paradise (Vintage Culture Remix),0.683,0.892,6,-7.015,True,0.0563,0.0462,0.839,0.0973,0.467,128.008,4.0,358.0,90.0,1.1709531013615733,techno,20
Omen - Hervé's End of the World Remix,323986,False,21,The Prodigy;Hervé,Invaders Must Die,0.575,0.957,6,-6.456,True,0.319,0.00155,0.0294,0.0812,0.119,127.98,4.0,676.0,171.0,1.1709531013615733,breakbeat,5
Tujhe Sochta Hoon - Lofi Flip,188087,False,47,Deepanshu Ruhela;KK;Pritam,Tujhe Sochta Hoon (Lofi Flip),0.386,0.565,0,-7.754,False,0.0518,0.84,0.00112,0.64,0.189,149.23,4.0,464.0,115.0,3.349056603773585,indian,11
半點心,234613,False,27,Grasshopper,草蜢音樂大全101,0.79,0.689,4,-7.507,False,0.0295,0.459,6.76e-06,0.239,0.814,122.226,4.0,468.0,116.0,0.916010498687664,mandopop,16
Sheep Rotation,121943,False,10,Jobii,Sheep Rotation,0.735,0.354,8,-9.891,True,0.12,0.0709,0.863,0.0811,0.583,87.006,4.0,176.0,44.0,2.7259036144578315,study,19
No Other Name - Live,347960,False,44,Planetshakers,Endless Praise (Live),0.337,0.884,1,-5.096,True,0.0588,0.0154,0.0,0.395,0.331,155.942,4.0,905.0,226.0,2.36741214057508,mandopop,16
Misty Morning,125647,False,9,Justnormal,Seasonal Expression,0.729,0.399,8,-4.868,True,0.095,0.803,0.92,0.11,0.475,170.198,4.0,352.0,88.0,2.7259036144578315,study,19
"Lambada de Oceanía, África y América",246613,False,29,Los Pirañas,Toma Tu Jabón Kapax,0.522,0.672,7,-9.058,True,0.039,0.0785,0.418,0.0864,0.75,155.833,4.0,637.0,161.0,4.067085953878407,afrobeat,1
Your Love,224208,False,45,Limoblaze;Dj Horphuray,Afrobeats Rap and Jesus,0.795,0.719,6,-4.791,True,0.0642,0.115,0.0051,0.0525,0.958,110.02,4.0,402.0,99.0,1.1709531013615733,afrobeat,1
Mienteme,234374,False,12,Fernando Corona;Griss Romero,Mienteme,0.589,0.413,0,-4.914,True,0.0334,0.665,0.0,0.153,0.607,128.109,4.0,490.0,122.0,3.349056603773585,idm,10
Out of Body Experience - Burning Spear,536377,False,13,Rabbit In The Moon,Delusions of Grandeur,0.728,0.718,2,-8.699,True,0.0467,0.00932,0.842,0.219,0.261,129.296,4.0,1150.0,288.0,3.70048309178744,breakbeat,5
Eu Não Te Amo,291243,False,43,Don L;Diomedes Chinaski,Roteiro Pra Aïnouz (Vol. 3),0.461,0.6,0,-7.234,True,0.097,0.44,4.12e-06,0.219,0.405,100.028,4.0,500.0,124.0,3.349056603773585,brazil,4
Mousugu Ningenda - Japanese Version,147813,False,26,Atom Kobayashi;Tansou Tatsumine;Honoka Suzuki;Terence Blanchard,The Princess and the Frog (Original Motion Picture Soundtrack/Japan Release Version),0.683,0.484,8,-12.922,True,0.103,0.298,0.0,0.199,0.516,106.92,4.0,246.0,61.0,2.7259036144578315,disney,7
Patchwork Girlfriend,228040,False,22,Punch Brothers,Who's Feeling Young Now?,0.65,0.506,9,-6.71,False,0.0392,0.691,5.45e-06,0.217,0.799,134.078,4.0,499.0,123.0,1.343558282208589,bluegrass,3
Built for War,221213,False,21,Winds of Plague,Against the World,0.218,0.892,0,-6.62,True,0.0998,4.58e-05,0.94,0.551,0.18,150.1,4.0,508.0,128.0,3.349056603773585,black-metal,2
What Is Fight Club?,285225,False,39,The Dust Brothers,Fight Club (Original Motion Picture Score),0.574,0.156,6,-17.502,True,0.0361,0.00687,0.923,0.111,0.0677,96.288,4.0,458.0,114.0,1.1709531013615733,techno,20
Wake Me,477626,False,10,Kenny Larkin,"Keys, Strings, Tambourines",0.824,0.576,5,-9.123,False,0.0579,0.00143,0.85,0.0653,0.297,127.017,4.0,1003.0,252.0,1.2793053545586106,chicago-house,6
Echo & Bounce,326306,False,14,Propellerheads,Decksandrumsandrockandroll,0.778,0.963,7,-7.289,True,0.0861,0.051,0.794,0.115,0.31,124.004,4.0,674.0,170.0,4.067085953878407,breakbeat,5
龍捲風,248160,False,58,Jay Chou,杰倫,0.637,0.557,9,-6.585,True,0.0314,0.681,0.0,0.102,0.544,143.945,4.0,573.0,143.0,1.343558282208589,mandopop,16
Sound Becomes One,148551,False,23,Partyraiser;Destructive Tendencies,Dominator The Hardcore Festival (Riders Of Retaliation),0.385,0.808,9,-11.136,True,0.0629,0.057,0.00169,0.368,0.039,92.46,4.0,225.0,56.0,1.343558282208589,happy,9
Waltzacid,465721,False,9,Ceephax Acid Crew,Box Steady,0.724,0.904,8,-6.742,False,0.0487,0.209,0.87,0.585,0.766,122.002,4.0,945.0,238.0,2.7259036144578315,idm,10
That's The Power - Live,274533,False,45,Hillsong Worship;Benjamin William Hastings,These Same Skies (Live),0.454,0.635,10,-8.286,True,0.0331,0.0103,0.0,0.233,0.0931,148.169,4.0,677.0,171.0,0.7573891625615764,afrobeat,1
Serene Flame,83200,False,45,Crate Diggers,The Cat's Meow,0.619,0.259,2,-9.948,False,0.0478,0.128,0.881,0.0987,0.459,150.518,4.0,207.0,51.0,3.70048309178744,study,19
A Matter of Time,362482,False,36,Celldweller,Satellites,0.426,0.966,2,-5.343,True,0.0586,0.0001,0.00196,0.109,0.524,145.094,4.0,873.0,220.0,3.70048309178744,industrial,12
Remind Me - S.P.Y Remix,276279,False,15,BCee;Charlotte Haining;S.P.Y,Life as We Knew It,0.535,0.842,10,-4.281,False,0.0474,0.00405,0.232,0.283,0.106,172.025,4.0,782.0,195.0,0.7573891625615764,idm,10
12 Rounds (feat. Happi),166373,False,26,Becca Folkes;Happi,12 Rounds (feat. Happi),0.725,0.611,4,-7.218,True,0.128,0.086,0.0,0.504,0.415,101.012,4.0,279.0,70.0,0.916010498687664,afrobeat,1
"OH NO,OH YES!",318306,False,51,Mariya Takeuchi,REQUEST (30th Anniversary Edition),0.729,0.741,10,-6.034,False,0.0345,0.491,0.00172,0.0554,0.96,147.319,4.0,762.0,191.0,0.7573891625615764,j-idol,15
Peces de Ciudad,333373,False,3,Ana Belén,Éxitos del Pop en Español de los Años 2000,0.454,0.651,5,-5.666,True,0.035,0.403,0.0,0.153,0.429,153.87,4.0,849.0,212.0,1.2793053545586106,spanish,18
Balsamico,89571,False,13,Beat Oven,GROOVE!,0.66,0.476,1,-13.297,True,0.0482,0.901,0.936,0.11,0.326,139.969,3.0,207.0,68.0,2.36741214057508,study,19
Back At The Boathouse,171704,False,38,Breakestra,Dusk Till Dawn,0.763,0.925,11,-3.819,True,0.0406,0.0533,0.893,0.102,0.761,98.51,4.0,279.0,69.0,0.7481162540365985,afrobeat,1
"Kunkumamaake (From ""Brahmastra (Malayalam)"")",278377,False,50,Pritam;Hesham Abdul Wahab;Sid Sriram,"Kunkumamaake [From ""Brahmastra (Malayalam)""]",0.555,0.588,0,-8.503,True,0.0278,0.814,3.65e-05,0.109,0.374,94.052,4.0,428.0,106.0,3.349056603773585,indian,11
Compound Eyes,314714,False,6,Datassette,Sentinel,0.403,0.788,1,-11.464,True,0.0642,0.359,0.835,0.129,0.131,104.407,4.0,583.0,148.0,2.36741214057508,idm,10
Sathi,216219,False,48,Ritviz;Nucleya,Baaraat,0.585,0.625,6,-5.13,False,0.0765,0.0444,0.0,0.0376,0.666,164.066,4.0,589.0,147.0,1.1709531013615733,indian,11
Only a Dream,342946,False,13,Roni Size,V Classic,0.687,0.953,11,-2.872,False,0.0678,0.0165,0.801,0.106,0.859,161.783,4.0,912.0,227.0,0.7481162540365985,breakbeat,5
Tenderly,133953,False,30,Gaccio,Tenderly,0.778,0.304,0,-15.091,True,0.0482,0.394,0.841,0.162,0.426,86.112,4.0,188.0,47.0,3.349056603773585,study,19
Belki De Aşk Lazım Değildir,222733,False,35,Sertab Erener,Ben Yaşarım,0.461,0.39,7,-10.973,True,0.0385,0.577,7.04e-06,0.12,0.498,172.044,4.0,630.0,158.0,4.067085953878407,j-idol,15
Morse Code,417600,False,2,Roni Size;Reprazent,New Forms,0.681,0.997,10,-4.254,False,0.223,0.00424,0.853,0.265,0.189,169.844,4.0,1132.0,283.0,0.7573891625615764,breakbeat,5
Little Robot,363880,False,33,Amelie Lens,Little Robot EP,0.606,0.867,10,-8.57,True,0.0559,0.000156,0.834,0.0847,0.033,131.985,4.0,792.0,199.0,0.7573891625615764,techno,20
So Blessed,222146,False,25,Mavado,Mr. Brooks...A Better Tomorrow,0.621,0.851,5,-6.389,False,0.193,0.0602,0.0,0.2,0.324,113.827,4.0,418.0,104.0,1.2793053545586106,j-dance,14
Nit Nit,246136,False,63,Jasleen Royal,Nit Nit,0.442,0.412,10,-10.675,True,0.0377,0.781,0.0237,0.15,0.235,176.019,4.0,706.0,177.0,0.7573891625615764,indian,11
Gloria - Bassline Mix,236363,False,9,OnDaMiKe;Tooltime,Bomb,0.705,0.922,10,-3.957,False,0.0429,4.94e-05,0.78,0.101,0.614,131.99,4.0,511.0,127.0,0.7573891625615764,breakbeat,5
Wajah,224486,False,39,Piyush Bhisekar,Hai Bharosa,0.563,0.212,9,-12.493,True,0.0332,0.468,4.03e-06,0.206,0.219,87.939,4.0,323.0,80.0,1.343558282208589,indian,11
We Will Funk You,168017,False,11,Ryoma Maeda,FANTASTIC SUICIDE,0.453,0.906,8,-2.943,True,0.145,1.45e-05,0.877,0.359,0.374,126.039,4.0,342.0,84.0,2.7259036144578315,idm,10
Die Young - Original Mix,205500,False,40,DJ Fixx,Die Young,0.516,0.981,8,-2.983,False,0.0782,0.00132,0.0949,0.192,0.545,160.127,4.0,540.0,135.0,2.7259036144578315,breakbeat,5
Freedom - Original Mix,283645,False,43,Mind Against;Dyzen,Freedom (Original Mix),0.658,0.785,1,-8.329,False,0.0394,0.0184,0.843,0.289,0.18,121.999,4.0,566.0,142.0,2.36741214057508,techno,20
"Oxe, Como Era Doce",247226,False,35,BaianaSystem,BaianaSystem,0.69,0.695,2,-10.241,True,0.036,0.0186,0.00351,0.456,0.564,106.032,4.0,436.0,110.0,3.70048309178744,afrobeat,1
Me tocó una luz,233942,False,37,Cyclo;Porta;Piter-G,En Silencio,0.516,0.859,10,-6.369,False,0.318,0.568,0.0,0.0897,0.623,181.669,4.0,696.0,175.0,0.7573891625615764,spanish,18
Tá nas Mãos de Deus,262501,False,46,Valesca Mayssa,De Janeiro a Dezembro,0.565,0.505,5,-6.019,True,0.0301,0.668,0.0,0.153,0.454,126.045,4.0,544.0,138.0,1.2793053545586106,brazil,4
Black Supremacy,230716,False,17,Samael,Hegemony,0.412,0.997,5,-4.912,True,0.102,1.99e-05,0.349,0.263,0.0743,146.054,4.0,549.0,138.0,1.2793053545586106,black-metal,2
Road of Resistance,318026,False,51,BABYMETAL,BABYMETAL,0.204,0.964,1,-2.561,False,0.138,2.15e-05,0.00307,0.0705,0.217,204.913,4.0,1061.0,265.0,2.36741214057508,j-idol,15
ガラスのメモリーズ,255146,False,36,TUBE,BEST of TUBEst ~All Time Best~,0.598,0.891,4,-3.923,False,0.0533,0.571,0.0,0.31,0.573,111.71,4.0,463.0,116.0,0.916010498687664,j-dance,14
Inside Out (feat. Griff),186245,False,57,Zedd;Griff,Inside Out (feat. Griff),0.64,0.683,2,-4.309,True,0.0434,0.169,0.0,0.109,0.4,146.058,4.0,447.0,112.0,3.70048309178744,techno,20
Inquire Within,347466,False,17,Hypocrisy,The Final Chapter,0.346,0.9,11,-7.899,False,0.0451,9.17e-06,0.692,0.12,0.248,140.11,4.0,804.0,201.0,0.7481162540365985,black-metal,2
Enna Solla - Rendition,173647,False,42,Sanah Moidutty,Enna Solla (Rendition),0.507,0.442,4,-9.29,True,0.136,0.73,0.00583,0.251,0.515,113.385,4.0,350.0,87.0,0.916010498687664,indian,11
Alle Remmen Los! - Radio Edit,180016,True,18,Neophyte;Dr Phunk;Tim Beumers,Alle Remmen Los! (Radio Edit),0.615,0.873,2,-3.852,True,0.042,0.107,1.01e-05,0.0863,0.279,154.944,4.0,459.0,114.0,3.70048309178744,happy,9
Amores Flacos,191960,False,28,Carlos Sadness,Ciencias Celestes,0.535,0.831,2,-6.498,True,0.0591,0.0784,0.0,0.077,0.568,96.056,3.0,304.0,100.0,3.70048309178744,spanish,18
Real Life - Murdock Remix,225198,False,25,Duke Dumont;Gorgon City;NAATIONS;Murdock,Real Life (Murdock Remix),0.512,0.95,10,-4.07,True,0.0814,0.0281,0.00196,0.0703,0.489,172.025,4.0,632.0,158.0,0.7573891625615764,techno,20
Aadat Se Majboor,277760,False,60,Salim–Sulaiman;Benny Dayal;Amitabh Bhattacharya,Ladies Vs Ricky Bahl,0.836,0.629,9,-7.812,False,0.0788,0.359,3.01e-05,0.101,0.801,115.048,4.0,514.0,128.0,1.343558282208589,indian,11
Twist My Sister,126373,True,26,Murderdolls,Beyond The Valley Of The Murderdolls,0.465,0.998,11,-4.057,True,0.0967,0.00021,4.97e-06,0.139,0.563,95.359,4.0,200.0,49.0,0.7481162540365985,industrial,12
Rittle Alpha - Archive '99,200033,False,11,Telefon Tel Aviv,Fahrenheit Fair Enough,0.485,0.907,7,-7.424,True,0.328,0.432,0.0464,0.134,0.0827,109.192,4.0,350.0,87.0,4.067085953878407,idm,10
Cuencos Tibetanos,364999,False,20,Monjes Tibetanos,Mantra Om - Musicas Espirituales y Mantras Tibetanos para Meditacion Om,0.308,0.0738,0,-25.906,False,0.047,0.926,0.0488,0.106,0.0559,71.61,3.0,419.0,139.0,3.349056603773585,afrobeat,1
曇天,218346,False,22,Shiritsu Ebisu Chugaku,MUSiC,0.602,0.861,9,-4.019,True,0.063,0.0243,0.0019,0.202,0.536,133.944,4.0,477.0,119.0,1.343558282208589,j-idol,15
ハイタテキ! (中吉 ver.),283960,False,21,Shiritsu Ebisu Chugaku,Major Debut 10th Anniversary Album 中吉,0.358,0.978,7,-2.258,True,0.232,0.126,0.000546,0.298,0.314,171.993,4.0,785.0,196.0,4.067085953878407,j-idol,15
1 For The Muchachos,414229,False,5,DJ Sneak;Demuir,Made In Miami Rewind 2018,0.791,0.873,5,-7.894,False,0.0811,0.000124,0.791,0.544,0.437,123.999,4.0,851.0,213.0,1.2793053545586106,chicago-house,6
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",225080,False,70,Kristen Bell;Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.354,0.411,0,-6.018,True,0.0344,0.815,1e-06,0.106,0.43,90.831,4.0,329.0,81.0,3.349056603773585,disney,7
A Poem for 愤怒: Dive In,246670,False,4,Kyson,Lucky Notes,0.506,0.291,7,-13.733,True,0.0418,0.847,0.0089,0.124,0.161,78.065,4.0,314.0,79.0,4.067085953878407,idm,10
Watch Your Friends,158545,True,19,N-Sane,Watch Your Friends,0.738,0.721,10,-8.331,False,0.0885,0.0521,0.0,0.307,0.476,92.953,4.0,245.0,60.0,0.7573891625615764,happy,9
The Darkness That You Fear - Edit,237772,False,35,The Chemical Brothers,The Darkness That You Fear,0.576,0.894,9,-4.659,True,0.0404,0.0351,0.0896,0.23,0.304,128.077,4.0,503.0,124.0,1.343558282208589,breakbeat,5
Genesee Avenue,232820,False,44,Gost,Behemoth,0.619,0.945,10,-1.417,False,0.0639,0.000118,0.896,0.161,0.34,133.015,4.0,517.0,129.0,0.7573891625615764,techno,20
Cost II,393573,False,15,The Black Dog,Temple of Transparent Balls,0.688,0.85,8,-7.836,False,0.029,2.19e-05,0.494,0.367,0.963,124.002,4.0,799.0,199.0,2.7259036144578315,idm,10
earned,123314,False,12,Organ Tapes,唱着那无人问津的歌谣 / Chang Zhe Na Wu Ren Wen Jin De Ge Yao,0.422,0.477,6,-15.273,False,0.0318,0.0337,6.34e-05,0.223,0.392,90.511,4.0,173.0,42.0,1.1709531013615733,techno,20
Too Late,193917,False,0,Cash Cash;Wiz Khalifa;Lukas Graham,All Bops,0.552,0.74,2,-2.335,True,0.124,0.074,0.0,0.113,0.601,97.049,4.0,310.0,77.0,3.70048309178744,chicago-house,6
Precious Love,295239,False,32,Chris Tomlin,Always,0.395,0.389,3,-7.506,True,0.0266,0.702,1.41e-06,0.101,0.129,74.738,3.0,359.0,118.0,1.7389162561576357,iranian,13
Ilahi (Reprise),214796,False,58,Pritam;Mohit Chauhan,Yeh Jawaani Hai Deewani,0.568,0.921,9,-4.558,True,0.0771,0.277,3.59e-06,0.151,0.647,131.903,4.0,459.0,115.0,1.343558282208589,indian,11
Come Together,290306,False,23,High Contrast;Callum Beattie,Night Gallery,0.527,0.79,0,-5.327,True,0.0313,0.00666,0.524,0.118,0.355,150.016,4.0,722.0,179.0,3.349056603773585,j-dance,14
片想いよりも思い出を…,298612,False,17,NMB48,難波愛~今、思うこと~ (劇場盤),0.326,0.948,6,-3.058,True,0.0732,0.0725,0.0,0.306,0.501,168.02,4.0,816.0,203.0,1.1709531013615733,j-idol,15
Tanz,189933,False,26,Anna-Maria Zimmermann,Sternstunden,0.737,0.995,7,-3.695,True,0.0578,0.0196,0.0,0.293,0.73,130.99,4.0,398.0,100.0,4.067085953878407,happy,9
好久不見,250493,False,58,Eason Chan,認了吧,0.312,0.242,0,-14.149,True,0.0327,0.772,0.00454,0.184,0.113,114.469,3.0,538.0,179.0,3.349056603773585,mandopop,16
BADMIND A KILL DEM,175101,False,23,Chronic Law;ATTOMATIC RECORDS;DANSKY RECORDS,1law,0.653,0.745,5,-7.745,False,0.258,0.239,0.0,0.143,0.634,89.545,4.0,258.0,64.0,1.2793053545586106,j-dance,14
Solid Ground,242613,False,28,Wood Belly,Solid Ground,0.608,0.659,7,-8.813,True,0.0282,0.24,0.00818,0.305,0.822,130.025,4.0,509.0,126.0,4.067085953878407,bluegrass,3
This Is Living (Acoustic),267733,False,44,Hillsong Young & Free;Alexander Pappas;Melodie Wagner,This Is Living,0.658,0.293,10,-8.857,True,0.0303,0.852,0.0,0.102,0.186,119.981,4.0,519.0,129.0,0.7573891625615764,afrobeat,1
権力ちょうだい,196082,False,20,Maharajan,ちがう,0.67,0.948,1,-4.487,True,0.0448,0.00339,0.00271,0.104,0.759,119.991,4.0,380.0,95.0,2.36741214057508,j-dance,14
Gente Morta Não Conta História,190775,True,35,Yung Buda,Zero,0.729,0.508,1,-9.2,False,0.0931,0.0812,0.115,0.589,0.0824,159.992,4.0,504.0,125.0,2.36741214057508,brazil,4
Scarlet Beckoning,35500,False,7,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,0.702,0.615,1,-13.527,True,0.0476,0.349,0.266,0.185,0.161,109.179,4.0,60.0,14.0,2.36741214057508,idm,10
Utrydd Dei Svake,382893,True,8,Kvelertak,Kvelertak,0.364,0.747,9,-4.582,True,0.057,0.000163,0.75,0.102,0.117,161.953,4.0,1022.0,257.0,1.343558282208589,black-metal,2
Stalkers,372841,False,22,Mind.in.a.box,Crossroads,0.562,0.749,6,-8.084,False,0.0307,0.123,0.0747,0.12,0.36,109.002,4.0,672.0,169.0,1.1709531013615733,industrial,12
Scum Of The Earth,175266,False,32,Rob Zombie,Hard Rock,0.523,0.968,1,-4.053,True,0.07,9.18e-06,0.00918,0.0657,0.397,140.009,4.0,407.0,101.0,2.36741214057508,industrial,12
O Vagabundo,156893,False,0,Zezo,Zezo (O Príncipe dos Teclados),0.817,0.818,10,-4.482,False,0.0295,0.559,2.88e-06,0.338,0.63,111.024,4.0,289.0,72.0,0.7573891625615764,forro,8
Come Alive (feat. Dr. Luke),294133,False,14,A.Skillz;Krafty Kuts;Dr. Luke,Tricka Technology,0.874,0.88,1,-7.898,True,0.0741,0.018,0.0244,0.216,0.966,119.867,4.0,586.0,146.0,2.36741214057508,breakbeat,5
Nasceu pra Brilhar,168747,False,37,Luan Estilizado;Alanzim Coreano,Nasceu pra Brilhar,0.545,0.813,9,-4.155,True,0.0445,0.44,0.0,0.26,0.772,149.977,4.0,365.0,91.0,1.343558282208589,forro,8
Dynamite Love,369773,False,0,Krafty Kuts;Freestylers;Dynamite MC,Against the Grain Classics,0.632,0.961,2,-5.182,True,0.0483,0.00144,0.000513,0.0841,0.971,135.006,4.0,815.0,205.0,3.70048309178744,breakbeat,5
Fall City,198992,False,14,Ochre,Project Caelus,0.511,0.375,2,-13.008,False,0.0275,0.367,0.94,0.0944,0.0995,155.056,3.0,488.0,162.0,3.70048309178744,idm,10
Colorless,220572,False,17,a crowd of rebellion,Ill,0.25,0.983,1,-2.781,True,0.268,4.21e-05,0.564,0.383,0.205,110.027,4.0,454.0,114.0,2.36741214057508,j-idol,15
「君と私の歌」,323186,False,38,=LOVE,CAMEO,0.424,0.956,11,-2.884,True,0.0966,0.0257,8.58e-05,0.378,0.605,173.948,4.0,913.0,231.0,0.7481162540365985,j-idol,15
Promises Never Fail - Live,297000,False,46,Bethel Music;Emmy Rose,Victory (Live),0.383,0.836,3,-4.788,True,0.0468,0.101,0.0,0.229,0.26,146.052,4.0,717.0,179.0,1.7389162561576357,brazil,4
JUSTadICE,232338,False,56,Seiko Oomori,JUSTadICE,0.404,0.988,0,-1.756,True,0.193,0.00139,0.00419,0.125,0.38,185.051,4.0,702.0,176.0,3.349056603773585,j-idol,15
The Last Supper - Remastered 2021,237826,True,15,Belphegor,The Last Supper (Remastered 2021),0.099,0.974,8,-3.688,True,0.0931,3.77e-06,0.843,0.0547,0.147,166.572,4.0,651.0,163.0,2.7259036144578315,black-metal,2
Valeu - Ao Vivo,214000,False,47,Dorgival Dantas;Bell Marques,Simplesmente Dorgival Dantas (Ao Vivo),0.39,0.913,9,-4.052,True,0.158,0.707,2.53e-05,0.639,0.545,177.771,4.0,621.0,156.0,1.343558282208589,forro,8
One Woman Army,216756,False,54,Porcelain Black,One Woman Army,0.592,0.842,1,-6.421,False,0.11,0.0661,0.0,0.313,0.708,121.077,4.0,437.0,109.0,2.36741214057508,industrial,12
Overgrown,137910,False,54,Tenno,The Inner Light,0.493,0.312,8,-15.138,True,0.0386,0.742,0.925,0.115,0.153,134.063,4.0,293.0,72.0,2.7259036144578315,sleep,17
Golden Hour,269695,False,35,Dustycloud,Golden Hour,0.681,0.627,8,-8.842,True,0.159,0.303,7.04e-05,0.245,0.135,125.008,4.0,550.0,136.0,2.7259036144578315,techno,20
Lords of Motion (Breaks Remix) [Aquasky Vs. Masterblaster],429200,False,16,Aquasky;Master Blaster,2001 - 2003,0.767,0.914,5,-5.058,True,0.0424,0.0154,0.608,0.0777,0.929,138.044,4.0,978.0,244.0,1.2793053545586106,breakbeat,5
"Rhythm Is a Dancer (7"" Edit)",225882,False,27,SNAP!,The Madman's Return,0.794,0.745,9,-11.367,False,0.037,0.271,0.00041,0.143,0.706,124.249,4.0,455.0,113.0,1.343558282208589,techno,20
A Smoke and a Pancake,224050,False,7,Matt Large,Knowledge Is Power,0.784,0.88,6,-6.298,False,0.0629,0.118,0.841,0.11,0.8,90.988,4.0,335.0,83.0,1.1709531013615733,study,19
Run Underwater,308965,False,8,Toronto Is Broken;Aktive;MZKA,Run Underwater,0.491,0.957,8,-2.84,True,0.0681,0.0057,0.21,0.45,0.418,174.06,4.0,876.0,220.0,2.7259036144578315,idm,10
Audio Assault,317840,False,8,General Midi,Operation Overdrive,0.649,0.975,9,-5.361,True,0.0917,0.0124,0.112,0.056,0.394,128.019,4.0,678.0,170.0,1.343558282208589,breakbeat,5
phony adventures,129729,False,8,mazurka,phony adventures,0.674,0.593,8,-10.802,False,0.0678,0.49,0.817,0.105,0.113,73.99,4.0,160.0,38.0,2.7259036144578315,study,19
Nonono - Original Mix,205675,False,2,The Prophet,The Hardcore Archive Part 3 (1997),0.629,0.929,11,-7.502,False,0.0581,0.000311,0.889,0.34,0.419,170.022,4.0,579.0,144.0,0.7481162540365985,happy,9
探せ ダイヤモンドリリー,295813,False,31,=LOVE,探せ ダイヤモンドリリー,0.421,0.924,8,-2.459,True,0.0529,0.0444,7.75e-05,0.098,0.61,165.039,4.0,803.0,200.0,2.7259036144578315,j-idol,15
Cinturao Tem Mele,212800,False,38,Cesária Evora,Anthologie,0.535,0.537,7,-9.015,True,0.038,0.808,0.0,0.255,0.919,119.241,4.0,417.0,104.0,4.067085953878407,forro,8
Sea Of Colors,184250,False,49,Airship Express,Sea Of Colors,0.255,0.118,6,-20.562,True,0.0769,0.963,0.897,0.101,0.109,139.642,4.0,421.0,104.0,1.1709531013615733,sleep,17
Can't Complain,334760,False,26,Nickel Creek,Why Should The Fire Die?,0.402,0.36,2,-11.643,True,0.0305,0.508,0.000821,0.0827,0.193,75.865,4.0,398.0,100.0,3.70048309178744,bluegrass,3
